<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;;;11/09/18-открытие;11/09/18-закрытие;11/09/18-мин;11/09/18-макс;11/10/18-открытие;11/10/18-закрытие;11/10/18-мин;11/10/18-макс;13/11/18-открытие;13/11/18-закрытие;13/11/18-мин;13/11/18-макс;11/12/18-открытие;11/12/18-закрытие;11/12/18-мин;11/12/18-макс
SPFB,RTS-12,18;1;11,12,2018;11:32;112560;112610;112560;112600;419;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;11:33;112590;112780;112580;112760;1515;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;11:34;112760;112780;112680;112760;714;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;11:35;112760;112770;112700;112740;663;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;11:36;112720;112800;112720;112760;727;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;11:37;112750;112750;112690;112750;271;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;11:38;112760;112770;112680;112700;593;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;11:39;112690;112750;112670;112670;456;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;11:40;112670;112730;112650;112720;496;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;11:41;112700;112720;112640;112640;380;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;11:42;112650;112700;112630;112670;416;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;11:43;112680;112710;112660;112700;409;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;11:44;112700;112730;112640;112700;390;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;11:45;112690;112750;112660;112740;337;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;11:46;112740;112740;112650;112660;402;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;11:47;112660;112670;112590;112630;824;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;11:48;112620;112660;112610;112640;206;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;11:49;112640;112650;112610;112620;207;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;11:50;112610;112620;112550;112600;515;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;11:51;112600;112600;112570;112600;131;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;11:52;112600;112600;112530;112530;172;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;11:53;112530;112550;112510;112550;540;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;11:54;112530;112590;112530;112570;266;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;11:55;112570;112590;112530;112540;225;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;11:56;112560;112560;112510;112530;234;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;11:57;112540;112610;112530;112600;405;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;11:58;112600;112610;112550;112610;306;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;11:59;112600;112630;112580;112620;359;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:00;112610;112630;112530;112550;441;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:01;112560;112610;112540;112540;442;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:02;112540;112660;112540;112650;539;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:03;112660;112720;112630;112630;637;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:04;112630;112700;112630;112690;206;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:05;112690;112720;112670;112710;368;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:06;112700;112710;112650;112650;224;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:07;112650;112720;112650;112660;252;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:08;112660;112660;112590;112630;331;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:09;112630;112740;112610;112730;582;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:10;112730;112750;112710;112730;397;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:11;112720;112790;112660;112780;1768;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:12;112780;112800;112750;112770;663;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:13;112770;112790;112740;112760;327;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:14;112750;112770;112720;112720;300;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:15;112720;112750;112700;112750;206;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:16;112740;112840;112740;112760;938;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:17;112770;112790;112740;112740;171;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:18;112740;112830;112740;112810;920;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:19;112790;112890;112760;112850;1382;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:20;112860;112880;112830;112840;260;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:21;112850;112860;112810;112840;912;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:22;112830;112840;112800;112810;169;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:23;112800;112830;112780;112810;428;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:24;112810;112810;112770;112810;309;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:25;112810;112830;112770;112830;105;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:26;112830;112830;112760;112760;251;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:27;112760;112760;112720;112760;328;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:28;112760;112810;112760;112780;648;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:29;112790;112800;112740;112750;185;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:30;112750;112790;112740;112770;120;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:31;112780;112800;112750;112750;242;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:32;112760;112770;112740;112750;100;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:33;112760;112770;112740;112750;89;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:34;112740;112780;112710;112720;293;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:35;112720;112730;112630;112680;597;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:36;112680;112690;112630;112660;257;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:37;112660;112710;112650;112670;243;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:38;112660;112690;112650;112670;128;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:39;112680;112680;112630;112640;226;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:40;112630;112720;112630;112720;304;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:41;112710;112710;112640;112670;227;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:42;112670;112710;112650;112690;84;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:43;112700;112700;112650;112680;125;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:44;112680;112730;112680;112720;143;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:45;112730;112760;112710;112710;226;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:46;112720;112740;112690;112740;172;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:47;112750;112750;112680;112710;181;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:48;112710;112730;112680;112700;216;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:49;112690;112750;112680;112730;241;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:50;112740;112810;112740;112750;375;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:51;112750;112830;112750;112810;283;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:52;112810;112840;112780;112790;359;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:53;112780;112840;112770;112800;246;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:54;112790;112810;112740;112770;307;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:55;112780;112790;112730;112740;135;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:56;112740;112740;112640;112670;513;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:57;112650;112660;112610;112610;463;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:58;112620;112660;112600;112650;368;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;12:59;112660;112660;112630;112640;125;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:00;112640;112690;112630;112660;489;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:01;112670;112690;112650;112680;268;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:02;112670;112710;112670;112700;380;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:03;112690;112700;112670;112690;218;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:04;112680;112830;112680;112800;1246;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:05;112790;112970;112790;112930;2398;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:06;112930;113100;112920;112930;3156;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:07;112940;113070;112940;113050;832;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:08;113060;113080;113000;113000;649;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:09;113010;113180;113000;113170;1477;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:10;113150;113180;113080;113110;1102;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:11;113120;113140;113080;113100;1031;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:12;113100;113160;113070;113120;2933;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:13;113130;113200;113110;113200;1389;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:14;113200;113230;113150;113180;1231;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:15;113190;113190;113120;113140;713;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:16;113160;113170;113110;113110;606;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:17;113110;113140;113080;113130;920;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:18;113140;113180;113130;113170;794;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:19;113180;113200;113160;113170;494;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:20;113180;113190;113140;113150;473;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:21;113140;113160;113120;113140;225;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:22;113150;113160;113130;113150;287;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:23;113150;113180;113130;113160;356;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:24;113160;113200;113150;113170;1587;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:25;113180;113270;113150;113210;833;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:26;113220;113230;113170;113210;389;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:27;113210;113230;113190;113190;416;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:28;113200;113220;113190;113220;344;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:29;113210;113220;113160;113190;373;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:30;113180;113190;113150;113170;318;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:31;113170;113190;113150;113160;261;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:32;113160;113220;113160;113210;831;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:33;113210;113210;113160;113160;321;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:34;113170;113190;113170;113180;130;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:35;113180;113200;113180;113190;196;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:36;113200;113210;113170;113200;98;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:37;113200;113230;113190;113210;446;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:38;113210;113210;113170;113180;418;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:39;113180;113190;113150;113160;341;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:40;113160;113180;113150;113170;180;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:41;113180;113190;113120;113130;710;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:42;113130;113160;113120;113130;451;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:43;113140;113180;113140;113160;105;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:44;113160;113170;113140;113150;58;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:45;113150;113180;113140;113170;86;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:46;113160;113170;113130;113130;119;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:47;113130;113190;113130;113190;146;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:48;113180;113190;113170;113180;137;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:49;113170;113200;113170;113180;215;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:50;113180;113270;113170;113270;845;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:51;113270;113320;113220;113230;1206;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:52;113230;113230;113180;113200;361;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:53;113210;113210;113160;113180;232;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:54;113170;113190;113160;113170;239;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:55;113170;113180;113140;113180;348;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:56;113170;113190;113150;113180;111;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:57;113170;113190;113170;113180;62;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:58;113180;113230;113170;113200;165;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;13:59;113200;113200;113170;113180;96;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:00;113190;113200;113130;113160;435;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:06;113180;113250;113170;113220;1230;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:07;113210;113260;113210;113220;629;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:08;113220;113240;113190;113230;204;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:09;113240;113240;113200;113200;128;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:10;113200;113220;113180;113200;223;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:11;113190;113200;113120;113130;819;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:12;113140;113150;113130;113130;228;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:13;113140;113180;113140;113150;492;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:14;113150;113160;113140;113140;153;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:15;113140;113140;113120;113130;154;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:16;113120;113180;113120;113170;230;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:17;113180;113180;113140;113140;140;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:18;113160;113190;113140;113180;444;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:19;113170;113220;113160;113200;369;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:20;113210;113250;113180;113250;397;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:21;113250;113320;113230;113300;924;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:22;113290;113430;113290;113400;1695;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:23;113390;113410;113330;113400;979;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:24;113400;113440;113360;113380;857;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:25;113380;113380;113320;113320;439;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:26;113320;113370;113310;113360;316;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:27;113350;113350;113310;113350;552;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:28;113360;113410;113350;113410;513;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:29;113420;113420;113350;113380;364;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:30;113360;113410;113360;113410;437;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:31;113410;113500;113400;113430;1437;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:32;113420;113480;113410;113470;388;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:33;113460;113540;113450;113530;1034;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:34;113530;113540;113460;113470;667;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:35;113480;113510;113450;113500;640;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:36;113500;113590;113490;113540;1919;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:37;113530;113620;113520;113590;1376;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:38;113580;113600;113540;113550;734;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:39;113560;113590;113540;113570;724;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:40;113570;113580;113520;113570;612;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:41;113570;113600;113550;113580;447;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:42;113570;113610;113560;113590;731;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:43;113580;113610;113560;113580;650;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:44;113590;113620;113580;113580;529;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:45;113580;113580;113540;113540;497;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:46;113550;113560;113520;113530;454;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:47;113550;113730;113550;113660;2772;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:48;113670;113840;113660;113820;2289;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:49;113830;113880;113810;113830;1447;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:50;113840;113860;113780;113800;996;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:51;113800;113850;113720;113730;1327;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:52;113740;113770;113730;113750;313;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:53;113740;113820;113730;113750;586;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:54;113740;113780;113710;113710;897;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:55;113720;113740;113710;113720;339;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:56;113710;113740;113710;113720;373;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:57;113730;113780;113730;113740;318;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:58;113750;113790;113710;113710;455;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;14:59;113720;113730;113700;113720;432;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;15:00;113730;113780;113700;113740;725;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;15:01;113730;113870;113720;113810;1184;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;15:02;113800;113820;113730;113740;1036;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;15:03;113730;113740;113690;113690;1048;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;15:04;113690;113720;113670;113690;472;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;15:05;113710;113720;113640;113640;579;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;15:06;113630;113700;113630;113670;370;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;15:07;113670;113690;113650;113650;135;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;15:08;113650;113660;113610;113640;640;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;15:09;113640;113660;113610;113660;233;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;15:10;113660;113690;113650;113690;179;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;15:11;113690;113730;113650;113660;471;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;15:12;113680;113700;113640;113660;114;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;15:13;113670;113680;113610;113680;401;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;15:14;113680;113700;113650;113690;158;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;15:15;113690;113710;113670;113670;367;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;15:16;113660;113700;113650;113680;193;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;15:17;113680;113740;113670;113730;495;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;15:18;113740;113740;113700;113720;171;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;15:19;113710;113750;113700;113730;316;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;15:20;113730;113730;113620;113630;610;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;15:21;113640;113700;113630;113680;295;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;15:22;113670;113700;113670;113690;295;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;15:23;113690;113710;113660;113690;145;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;15:24;113690;113700;113670;113680;81;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;15:25;113680;113700;113660;113660;168;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;15:26;113670;113700;113670;113690;156;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;15:27;113700;113750;113700;113710;301;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;15:28;113710;113750;113660;113670;267;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;15:29;113670;113710;113660;113680;92;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;15:30;113700;113700;113610;113620;258;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;15:31;113610;113630;113590;113620;555;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;15:32;113620;113650;113610;113610;169;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,12,2018;15:33;113620;113620;113580;113590;425;;;;;;;;;;;;;;;;;;
