<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;;;11/09/18-открытие;11/09/18-закрытие;11/09/18-мин;11/09/18-макс;11/10/18-открытие;11/10/18-закрытие;11/10/18-мин;11/10/18-макс;13/11/18-открытие;13/11/18-закрытие;13/11/18-мин;13/11/18-макс;11/12/18-открытие;11/12/18-закрытие;11/12/18-мин;11/12/18-макс
SPFB,RTS-12,18;1;11,10,2018;22:27;113160;113260;113130;113160;1211;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;22:28;113160;113190;113080;113090;352;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;22:29;113100;113200;113080;113130;906;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;22:30;113130;113140;113060;113100;482;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;22:31;113100;113120;113030;113060;629;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;22:32;113060;113180;113060;113170;596;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;22:33;113170;113250;113140;113220;1205;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;22:34;113230;113340;113210;113250;1650;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;22:35;113240;113300;113190;113200;446;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;22:36;113190;113220;113040;113040;871;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;22:37;113040;113090;112940;112980;1015;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;22:38;112980;113030;112950;113030;742;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;22:39;113040;113180;113000;113140;694;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;22:40;113150;113190;113100;113150;767;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;22:41;113150;113150;113000;113000;484;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;22:42;113010;113080;112980;112990;610;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;22:43;112990;113090;112980;113080;790;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;22:44;113090;113140;113060;113060;507;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;22:45;113050;113060;112950;113010;855;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;22:46;112990;113000;112880;112990;867;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;22:47;112990;113030;112940;112960;555;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;22:48;112950;112960;112860;112860;250;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;22:49;112850;112890;112820;112820;669;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;22:50;112820;112880;112690;112720;1361;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;22:51;112720;112800;112690;112770;822;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;22:52;112770;113000;112720;112970;906;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;22:53;112950;112970;112800;112810;472;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;22:54;112800;112940;112790;112900;376;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;22:55;112910;112910;112800;112820;251;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;22:56;112830;112860;112730;112830;523;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;22:57;112820;112820;112740;112770;181;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;22:58;112770;112830;112760;112790;194;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;22:59;112780;112850;112770;112790;351;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:00;112780;112790;112620;112660;662;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:01;112650;112830;112650;112770;678;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:02;112750;112770;112680;112700;345;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:03;112700;112710;112580;112610;488;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:04;112610;112750;112610;112730;384;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:05;112740;112860;112740;112840;219;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:06;112840;112990;112840;112970;328;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:07;112960;112980;112860;112920;239;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:08;112910;112950;112900;112950;117;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:09;112960;112980;112950;112980;161;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:10;112970;112970;112880;112900;270;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:11;112930;112940;112880;112890;270;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:12;112880;112910;112860;112890;108;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:13;112900;112930;112890;112920;71;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:14;112910;113110;112900;113100;570;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:15;113100;113100;112800;112820;568;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:16;112830;112970;112830;112870;220;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:17;112870;112890;112860;112890;33;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:18;112900;113030;112900;112940;257;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:19;112950;112960;112930;112930;36;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:20;112920;112920;112840;112870;233;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:21;112860;112880;112840;112840;49;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:22;112850;112880;112830;112830;100;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:23;112830;112830;112730;112750;341;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:24;112760;112810;112650;112690;272;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:25;112700;112780;112700;112780;156;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:26;112770;112780;112750;112780;64;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:27;112770;112790;112700;112710;195;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:28;112710;112720;112670;112680;107;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:29;112660;112730;112650;112730;133;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:30;112720;112790;112720;112790;112;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:31;112780;112850;112700;112840;302;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:32;112840;112860;112810;112850;89;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:33;112850;112870;112810;112810;94;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:34;112810;112820;112790;112810;34;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:35;112810;112810;112760;112800;100;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:36;112790;112800;112770;112780;65;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:37;112780;112800;112770;112800;45;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:38;112790;112840;112790;112800;127;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:39;112810;112820;112750;112750;193;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:40;112760;112810;112760;112810;47;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:41;112800;112820;112780;112780;85;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:42;112790;112810;112790;112790;65;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:43;112800;112900;112800;112880;190;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:44;112880;112980;112880;112970;435;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:45;112980;113000;112960;112970;183;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:46;112990;113020;112960;113000;166;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:47;112980;113000;112960;112990;228;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:48;112990;113000;112970;112980;70;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:49;112980;113000;112930;112970;470;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;11,10,2018;23:50;112990;113030;112940;113020;411;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:01;110480;110680;110480;110660;1567;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:02;110670;110870;110660;110810;2526;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:03;110830;111050;110790;110860;3359;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:04;110860;111000;110860;110980;967;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:05;110990;111110;110970;111040;2126;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:06;111030;111040;110950;111020;1546;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:07;111020;111050;110990;111000;1077;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:08;111000;111150;110950;111050;2571;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:09;111040;111050;110940;110970;1136;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:10;110960;110990;110870;110880;1337;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:11;110880;110890;110670;110680;2311;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:12;110690;110700;110540;110640;2028;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:13;110620;110710;110590;110680;1644;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:14;110670;110710;110490;110510;1475;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:15;110510;110610;110370;110570;3358;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:16;110570;110630;110540;110620;1501;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:17;110610;110680;110590;110610;722;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:18;110600;110650;110580;110600;289;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:19;110600;110770;110600;110750;1027;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:20;110760;110870;110720;110800;1190;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:21;110790;110830;110720;110760;622;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:22;110760;110770;110630;110650;757;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:23;110650;110680;110610;110660;392;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:24;110650;110690;110650;110650;324;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:25;110660;110740;110630;110690;668;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:26;110680;110790;110670;110780;457;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:27;110780;110850;110770;110850;892;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:28;110840;110940;110830;110940;877;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:29;110930;110930;110820;110830;556;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:30;110820;110830;110730;110770;688;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:31;110750;110760;110600;110680;1405;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:32;110680;110740;110670;110720;349;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:33;110720;110780;110700;110730;621;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:34;110730;110750;110690;110710;383;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:35;110710;110740;110680;110740;604;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:36;110740;110850;110740;110840;824;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:37;110830;110840;110750;110780;452;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:38;110760;110870;110760;110830;503;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:39;110830;110960;110830;110920;1064;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:40;110920;110940;110870;110890;453;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:41;110890;110940;110880;110900;419;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:42;110890;110900;110860;110880;410;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:43;110880;110990;110880;110990;1091;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:44;110990;111030;110970;111010;858;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:45;111010;111020;110960;110990;506;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:46;111000;111090;110980;111060;1431;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:47;111080;111090;111050;111080;438;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:48;111080;111090;111000;111080;809;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:49;111090;111210;111090;111190;1750;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:50;111180;111260;111170;111250;1222;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:51;111250;111300;111210;111210;1870;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:52;111220;111260;111200;111250;697;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:53;111250;111300;111210;111240;598;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:54;111250;111260;111190;111200;482;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:55;111210;111270;111210;111230;424;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:56;111240;111290;111220;111230;693;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:57;111240;111360;111240;111260;1679;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:58;111260;111310;111260;111300;533;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;10:59;111290;111330;111260;111270;380;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:00;111280;111340;111260;111300;791;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:01;111320;111330;111240;111280;1645;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:02;111280;111300;111220;111230;705;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:03;111230;111240;111170;111190;1533;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:04;111200;111260;111190;111250;468;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:05;111250;111300;111140;111150;1113;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:06;111140;111190;111050;111050;1018;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:07;111050;111090;110950;111000;2208;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:08;110990;111000;110840;110930;1820;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:09;110920;111030;110910;110990;867;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:10;110990;111080;110980;111060;1351;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:11;111070;111090;111020;111040;671;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:12;111030;111070;110950;110960;655;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:13;110960;111010;110950;110980;702;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:14;110980;111000;110960;110960;323;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:15;110960;111000;110880;110920;553;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:16;110920;111010;110920;111000;936;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:17;111000;111060;110980;110990;654;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:18;111000;111050;111000;111020;188;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:19;111020;111050;111000;111030;392;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:20;111030;111060;110980;110980;325;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:21;111000;111060;111000;111060;377;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:22;111050;111060;110990;111010;241;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:23;111020;111030;110930;110930;309;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:24;110930;110930;110820;110850;1028;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:25;110850;110860;110750;110760;1077;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:26;110770;110840;110770;110810;513;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:27;110820;110830;110760;110810;740;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:28;110810;110900;110800;110870;619;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:29;110890;110900;110850;110850;327;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:30;110850;110930;110840;110850;607;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:31;110850;110890;110810;110810;587;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:32;110800;110820;110670;110700;1124;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:33;110720;110720;110620;110690;1165;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:34;110690;110700;110540;110600;1863;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:35;110600;110670;110590;110650;1107;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:36;110650;110710;110650;110660;712;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:37;110660;110710;110610;110640;648;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:38;110650;110670;110620;110630;317;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:39;110640;110840;110640;110840;1172;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:40;110830;110860;110750;110750;981;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:41;110740;110800;110740;110780;408;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:42;110790;110830;110760;110780;427;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:43;110780;110810;110730;110730;467;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:44;110740;110830;110730;110800;378;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:45;110790;110790;110750;110790;365;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:46;110790;110840;110760;110800;766;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:47;110790;110840;110720;110740;350;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:48;110730;110740;110650;110650;850;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:49;110670;110720;110630;110710;384;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:50;110700;110700;110590;110630;674;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:51;110630;110630;110540;110560;840;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:52;110560;110570;110520;110550;1247;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:53;110540;110580;110500;110550;940;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:54;110550;110570;110500;110520;1114;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:55;110520;110520;110450;110450;1983;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:56;110450;110580;110440;110480;1199;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:57;110490;110490;110400;110440;901;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:58;110440;110470;110370;110420;991;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;11:59;110420;110540;110420;110540;1067;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:00;110540;110550;110460;110500;1014;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:01;110490;110590;110490;110500;1000;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:02;110490;110510;110470;110490;365;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:03;110500;110530;110410;110430;873;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:04;110450;110490;110430;110480;538;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:05;110470;110510;110440;110490;415;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:06;110480;110510;110350;110380;1412;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:07;110390;110420;110340;110400;476;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:08;110390;110430;110370;110400;651;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:09;110410;110450;110390;110450;754;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:10;110460;110500;110440;110470;2059;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:11;110470;110510;110410;110430;906;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:12;110420;110450;110350;110390;766;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:13;110390;110470;110360;110440;843;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:14;110430;110440;110380;110430;373;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:15;110430;110550;110390;110530;1456;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:16;110540;110680;110510;110640;2279;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:17;110640;110640;110520;110570;1716;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:18;110570;110620;110550;110610;455;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:19;110620;110650;110570;110570;1113;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:20;110570;110650;110550;110630;466;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:21;110640;110660;110590;110650;281;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:22;110630;110750;110620;110730;1269;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:23;110730;110830;110710;110810;1109;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:24;110800;110830;110760;110810;1114;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:25;110820;110860;110810;110830;416;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:26;110830;110980;110820;110970;1894;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:27;110960;111050;110920;111000;1732;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:28;111010;111010;110940;110960;602;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:29;110950;110970;110900;110910;458;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:30;110910;110970;110900;110920;703;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:31;110920;110980;110900;110900;939;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:32;110900;111030;110900;110990;1095;;;;;;;;;;;;;;;;;;
